Twitter,https://twitter.com/#!/a_know,@a_know
GitHub,https://github.com/a-know,GitHub - a-know
Blog,https://blog.a-know.me/,えいのうにっき
slideshare,http://www.slideshare.net/aknow3373,a-know's presentation
Hatena,http://profile.hatena.ne.jp/a-know/,id:a-know
